Country name,Region,Income group,Year,GDP per capita,GDP,R&D expenditure,Government debt,Unemployment,Trade balance,Ages 15-64 proportion,Population,HDI,Political stability,Rule of law,Voice and accountability
Guam,East Asia & Pacific,High income,1966,NA,NA,NA,NA,NA,NA,60.11370437,81879,NA,NA,NA,NA
Guam,East Asia & Pacific,High income,1967,NA,NA,NA,NA,NA,NA,59.89338764,83480,NA,NA,NA,NA
Guam,East Asia & Pacific,High income,1968,NA,NA,NA,NA,NA,NA,59.61573511,85046,NA,NA,NA,NA
Guam,East Asia & Pacific,High income,1969,NA,NA,NA,NA,NA,NA,59.40035131,86534,NA,NA,NA,NA
Guam,East Asia & Pacific,High income,1970,NA,NA,NA,NA,NA,NA,59.27180068,88300,NA,NA,NA,NA
Guam,East Asia & Pacific,High income,1971,NA,NA,NA,NA,NA,NA,59.28236009,90505,NA,NA,NA,NA
Guam,East Asia & Pacific,High income,1972,NA,NA,NA,NA,NA,NA,59.47799386,92815,NA,NA,NA,NA
Guam,East Asia & Pacific,High income,1973,NA,NA,NA,NA,NA,NA,59.84121977,95100,NA,NA,NA,NA
Guam,East Asia & Pacific,High income,1974,NA,NA,NA,NA,9.6,NA,60.33319805,97329,NA,NA,NA,NA
Guam,East Asia & Pacific,High income,1975,NA,NA,NA,NA,8.21,NA,60.88261165,99478,NA,NA,NA,NA
Guam,East Asia & Pacific,High income,1976,NA,NA,NA,NA,8.79,NA,61.3887262,101590,NA,NA,NA,NA
Guam,East Asia & Pacific,High income,1977,NA,NA,NA,NA,NA,NA,61.82626645,103676,NA,NA,NA,NA
Guam,East Asia & Pacific,High income,1978,NA,NA,NA,NA,NA,NA,62.26297293,105710,NA,NA,NA,NA
Guam,East Asia & Pacific,High income,1979,NA,NA,NA,NA,NA,NA,62.6378265,107790,NA,NA,NA,NA
Guam,East Asia & Pacific,High income,1980,NA,NA,NA,NA,9.9,NA,62.82529061,110286,NA,NA,NA,NA
Guam,East Asia & Pacific,High income,1981,NA,NA,NA,NA,8.7,NA,62.91925932,113221,NA,NA,NA,NA
Guam,East Asia & Pacific,High income,1982,NA,NA,NA,NA,9.6,NA,63.12199572,116189,NA,NA,NA,NA
Guam,East Asia & Pacific,High income,1983,NA,NA,NA,NA,9.25,NA,63.48133186,119067,NA,NA,NA,NA
Guam,East Asia & Pacific,High income,1984,NA,NA,NA,NA,NA,NA,63.99803093,121885,NA,NA,NA,NA
Guam,East Asia & Pacific,High income,1985,NA,NA,NA,NA,NA,NA,64.63258619,124675,NA,NA,NA,NA
Guam,East Asia & Pacific,High income,1986,NA,NA,NA,NA,6.28,NA,65.24754534,127462,NA,NA,NA,NA
Guam,East Asia & Pacific,High income,1987,NA,NA,NA,NA,NA,NA,65.75131085,130259,NA,NA,NA,NA
Guam,East Asia & Pacific,High income,1988,NA,NA,NA,NA,4.27,NA,66.11223409,133079,NA,NA,NA,NA
Guam,East Asia & Pacific,High income,1989,NA,NA,NA,NA,2.81,NA,66.3738684,135759,NA,NA,NA,NA
Guam,East Asia & Pacific,High income,1990,NA,NA,NA,NA,2.83,NA,66.3229992,138263,NA,NA,NA,NA
Guam,East Asia & Pacific,High income,1991,NA,NA,NA,NA,3.51,NA,65.94808138,140739,NA,NA,NA,NA
Guam,East Asia & Pacific,High income,1992,NA,NA,NA,NA,3.84,NA,65.57905471,143173,NA,NA,NA,NA
Guam,East Asia & Pacific,High income,1993,NA,NA,NA,NA,5.53,NA,65.28710123,145541,NA,NA,NA,NA
Guam,East Asia & Pacific,High income,1994,NA,NA,NA,NA,7.6,NA,65.07736273,147843,NA,NA,NA,NA
Guam,East Asia & Pacific,High income,1995,NA,NA,NA,NA,7.9,NA,64.92897784,150094,NA,NA,NA,NA
Guam,East Asia & Pacific,High income,1996,NA,NA,NA,NA,8.28,NA,64.81917503,152261,NA,NA,NA,NA
Guam,East Asia & Pacific,High income,1997,NA,NA,NA,NA,9.67,NA,64.76122594,154330,NA,NA,NA,NA
Guam,East Asia & Pacific,High income,1998,NA,NA,NA,NA,7.74,NA,64.73667548,156357,NA,NA,NA,NA
Guam,East Asia & Pacific,High income,1999,NA,NA,NA,NA,13.95,NA,64.71132296,158395,NA,NA,NA,NA
Guam,East Asia & Pacific,High income,2000,NA,NA,NA,NA,15.32,NA,64.60741319,160188,NA,NA,NA,NA
Guam,East Asia & Pacific,High income,2001,NA,NA,NA,NA,13.21,NA,64.44263528,161524,NA,NA,NA,NA
Guam,East Asia & Pacific,High income,2002,20878.05958,3394000000,NA,NA,11.39,NA,64.32910419,162563,NA,NA,NA,NA
Guam,East Asia & Pacific,High income,2003,21844.11054,3569000000,0.265700012,NA,NA,NA,64.30486275,163385,NA,NA,NA,NA
Guam,East Asia & Pacific,High income,2004,23590.88803,3869000000,0.255180001,NA,7.7,NA,64.40483159,164004,NA,0.634409845,0.991457164,0.597243965
Guam,East Asia & Pacific,High income,2005,25621.84516,4213000000,0.256099999,NA,7,NA,64.63156166,164430,NA,0.746284068,1.109415412,0.654332459
Guam,East Asia & Pacific,High income,2006,25735.5397,4238000000,NA,NA,7.4,NA,64.95187491,164675,NA,0.703987658,1.069221497,0.548463166
Guam,East Asia & Pacific,High income,2007,26686.81682,4397000000,NA,NA,8.3,NA,65.35306667,164763,NA,0.431097239,1.090919852,0.972128868
Guam,East Asia & Pacific,High income,2008,28277.43208,4658000000,NA,NA,NA,NA,65.79167033,164725,NA,0.441606164,1.117979527,0.967198193
Guam,East Asia & Pacific,High income,2009,29335.27768,4828000000,NA,NA,9.3,NA,66.20275854,164580,NA,0.401251554,1.125054717,0.963811636
Guam,East Asia & Pacific,High income,2010,30011.21858,4949000000,NA,NA,8.2,NA,66.23692429,164905,NA,0.395871073,1.1112082,0.767428875
Guam,East Asia & Pacific,High income,2011,30087.71559,4984000000,NA,NA,13.3,NA,65.91859897,165649,NA,0.791545987,1.090952396,0.784417808
Guam,East Asia & Pacific,High income,2012,31642.14626,5265000000,NA,NA,12.2,NA,65.5274893,166392,NA,0.780917645,1.09636724,0.800454021
Guam,East Asia & Pacific,High income,2013,32318.8909,5399000000,NA,NA,11.5,NA,65.10529529,167054,NA,0.798485518,1.101331592,0.783445895
Guam,East Asia & Pacific,High income,2014,33483.94144,5610000000,NA,NA,7.6,NA,64.692453,167543,NA,0.750133276,1.407080054,NA
Guam,East Asia & Pacific,High income,2015,34522.37793,5799000000,NA,NA,6.9,NA,64.25037803,167978,NA,0.786707044,1.28536284,NA
Guam,East Asia & Pacific,High income,2016,35052.80791,5901000000,NA,NA,5.4,NA,63.79312905,168346,NA,0.652095139,1.045759678,NA
Guam,East Asia & Pacific,High income,2017,35663.02504,6013000000,NA,NA,NA,NA,63.34679667,168606,NA,0.678459287,1.294769168,NA
Guam,East Asia & Pacific,High income,2018,35902.7259,6056000000,NA,NA,NA,NA,62.94715375,168678,NA,0.697025716,1.296713471,1.163516283
Guam,East Asia & Pacific,High income,2019,37752.63308,6366000000,NA,NA,NA,NA,62.57264684,168624,NA,0.883918047,1.268459797,1.162603259
Guam,East Asia & Pacific,High income,2020,34780.86166,5886000000,NA,NA,NA,NA,62.34171044,169231,NA,0.888366282,1.119430304,1.089254618
Guam,East Asia & Pacific,High income,2021,35904.86355,6123000000,NA,NA,NA,NA,62.2447723,170534,NA,0.877565145,1.138901711,1.10831809
Guam,East Asia & Pacific,High income,2022,NA,NA,NA,NA,NA,NA,62.10584225,171774,NA,0.808528244,1.221117854,1.102079868
Guatemala,Latin America & Caribbean,Upper middle income,1960,252.7561712,1043599900,NA,NA,NA,NA,51.12823398,4128880,NA,NA,NA,NA
Guatemala,Latin America & Caribbean,Upper middle income,1961,253.22729,1076699900,NA,NA,NA,NA,51.06106306,4251911,NA,NA,NA,NA
Guatemala,Latin America & Caribbean,Upper middle income,1962,261.1791338,1143600000,NA,NA,NA,NA,51.05545562,4378604,NA,NA,NA,NA
Guatemala,Latin America & Caribbean,Upper middle income,1963,280.0966364,1262800000,NA,NA,NA,NA,51.11511221,4508444,NA,NA,NA,NA
Guatemala,Latin America & Caribbean,Upper middle income,1964,279.9304645,1299099900,NA,NA,NA,NA,51.19972399,4640795,NA,NA,NA,NA
Guatemala,Latin America & Caribbean,Upper middle income,1965,278.8281385,1331399900,NA,NA,NA,NA,51.26778363,4774984,NA,NA,NA,NA
Guatemala,Latin America & Caribbean,Upper middle income,1966,283.1927246,1390700000,NA,NA,NA,NA,51.32624563,4910790,NA,NA,NA,NA
Guatemala,Latin America & Caribbean,Upper middle income,1967,287.9680471,1453500000,NA,NA,NA,NA,51.39215329,5047435,NA,NA,NA,NA
Guatemala,Latin America & Caribbean,Upper middle income,1968,310.6617452,1610500000,NA,NA,NA,NA,51.46390299,5184095,NA,NA,NA,NA
Guatemala,Latin America & Caribbean,Upper middle income,1969,322.4375294,1715399900,NA,NA,NA,NA,51.52212745,5320100,NA,NA,NA,NA
Guatemala,Latin America & Caribbean,Upper middle income,1970,349.0249756,1904000000,NA,NA,NA,NA,51.55976996,5455197,NA,NA,NA,NA
Guatemala,Latin America & Caribbean,Upper middle income,1971,355.0903711,1984800000,NA,NA,NA,NA,51.55854944,5589563,NA,NA,NA,NA
Guatemala,Latin America & Caribbean,Upper middle income,1972,367.1188811,2101300000,NA,NA,NA,NA,51.52400383,5723759,NA,NA,NA,NA
Guatemala,Latin America & Caribbean,Upper middle income,1973,438.5448512,2569200100,NA,NA,NA,NA,51.46977126,5858466,NA,NA,NA,NA
Guatemala,Latin America & Caribbean,Upper middle income,1974,527.4176971,3161499902,NA,NA,NA,NA,51.45615168,5994300,NA,NA,NA,NA
Guatemala,Latin America & Caribbean,Upper middle income,1975,594.6518041,3645900004,NA,NA,NA,NA,51.48194452,6131151,NA,NA,NA,NA
Guatemala,Latin America & Caribbean,Upper middle income,1976,696.222016,4365300204,NA,NA,NA,NA,51.49205945,6269983,NA,NA,NA,NA
Guatemala,Latin America & Caribbean,Upper middle income,1977,854.6366442,5480500205,NA,NA,NA,-104800000,51.48188273,6412667,NA,NA,NA,NA
Guatemala,Latin America & Caribbean,Upper middle income,1978,925.1257454,6070600206,NA,NA,NA,-368600000,51.44798211,6561919,NA,NA,NA,NA
Guatemala,Latin America & Caribbean,Upper middle income,1979,1027.083697,6902600207,NA,NA,NA,-334900000,51.40494462,6720582,NA,NA,NA,NA
Guatemala,Latin America & Caribbean,Upper middle income,1980,1143.440403,7878700008,NA,NA,NA,-229000000,51.34961569,6890346,NA,NA,NA,NA
Guatemala,Latin America & Caribbean,Upper middle income,1981,1217.264022,8607500309,NA,NA,2.15,-577900000,51.28565652,7071186,NA,NA,NA,NA
Guatemala,Latin America & Caribbean,Upper middle income,1982,1200.249235,8716999709,NA,NA,2.27,-348200000,51.15132848,7262658,NA,NA,NA,NA
Guatemala,Latin America & Caribbean,Upper middle income,1983,1212.71656,9050000409,NA,NA,NA,-141800000,50.99670216,7462585,NA,NA,NA,NA
Guatemala,Latin America & Caribbean,Upper middle income,1984,1234.702641,9470000104,NA,NA,NA,-199500000,50.92947292,7669863,NA,NA,NA,NA
Guatemala,Latin America & Caribbean,Upper middle income,1985,1233.080944,9721652087,NA,NA,NA,-95900000,50.91974658,7884034,NA,NA,NA,NA
Guatemala,Latin America & Caribbean,Upper middle income,1986,892.2929065,7231963516,NA,NA,NA,121700000,50.93076857,8104921,NA,NA,NA,NA
Guatemala,Latin America & Caribbean,Upper middle income,1987,850.2185121,7084399840,NA,NA,2.4,-456500000,50.94489913,8332446,NA,NA,NA,NA
Guatemala,Latin America & Caribbean,Upper middle income,1988,915.3980653,7841602824,NA,NA,NA,-462000000,50.96222892,8566331,NA,NA,NA,NA
Guatemala,Latin America & Caribbean,Upper middle income,1989,955.1134609,8410724361,NA,NA,1.94,-437500000,50.99462777,8805995,NA,NA,NA,NA
Guatemala,Latin America & Caribbean,Upper middle income,1990,845.3148139,7650196277,NA,24.48068514,NA,-244200000,51.05841308,9050115,0.484,NA,NA,NA
Guatemala,Latin America & Caribbean,Upper middle income,1991,1011.75899,9406135143,NA,17.75179131,NA,-340600000,51.13965492,9296814,0.488,NA,NA,NA
Guatemala,Latin America & Caribbean,Upper middle income,1992,1093.956561,10440781588,NA,15.83121931,NA,-955400000,51.23356279,9544055,0.492,NA,NA,NA
Guatemala,Latin America & Caribbean,Upper middle income,1993,1164.381773,11400018313,NA,13.622508120000001,NA,-946500000,51.34758725,9790619,0.497,NA,NA,NA
Guatemala,Latin America & Caribbean,Upper middle income,1994,1293.4700110000001,12983233687,NA,13.16194904,NA,-943900000,51.47227997,10037522,0.501,NA,NA,NA
Guatemala,Latin America & Caribbean,Upper middle income,1995,1424.682543,14655404433,NA,11.40499902,NA,-904200000,51.61074544,10286786,0.508,NA,NA,NA
Guatemala,Latin America & Caribbean,Upper middle income,1996,1487.607658,15674835615,NA,11.24183287,NA,-743600000,51.76882823,10536942,0.516,-1.013414145,-1.126488209,-0.235270128
Guatemala,Latin America & Caribbean,Upper middle income,1997,1649.001602,17790026222,NA,11.34521767,NA,-1001500000,51.94841427,10788362,0.525,NA,NA,NA
Guatemala,Latin America & Caribbean,Upper middle income,1998,1755.849582,19395491993,NA,11.28016784,NA,-1560700000,52.15746199,11046215,0.534,-0.669719815,-1.041270375,-0.195095882
Guatemala,Latin America & Caribbean,Upper middle income,1999,1619.510736,18318412251,NA,13.47018859,NA,-1536300000,52.37944034,11311078,0.542,NA,NA,NA
Guatemala,Latin America & Caribbean,Upper middle income,2000,1664.307712,19288928616,NA,16.98382301,NA,-1705300000,52.572058,11589761,0.55,-0.768333912,-0.8857916,-0.285944521
Guatemala,Latin America & Caribbean,Upper middle income,2001,1550.361845,18405221418,NA,20.26902332,NA,-2165258471,52.7645444,11871565,0.556,NA,NA,NA
Guatemala,Latin America & Caribbean,Upper middle income,2002,1682.994501,20444205991,NA,18.69247732,NA,-2892758264,53.01982383,12147518,0.561,-0.834293127,-0.990891993,-0.358615816
Guatemala,Latin America & Caribbean,Upper middle income,2003,1737.879287,21576351799,NA,21.03844097,2.81,-3183177951,53.35028545,12415334,0.566,-0.774796605,-1.100940704,-0.483628333
Guatemala,Latin America & Caribbean,Upper middle income,2004,1859.099338,23577298589,NA,22.14445739,2.97,-3875800000,53.74743925,12682108,0.571,-0.808034837,-1.062098503,-0.324404269
Guatemala,Latin America & Caribbean,Upper middle income,2005,2068.488161,26783388709,0.035560001,21.60212014,NA,-4332400000,54.18545104,12948292,0.574,-0.835618198,-1.048306942,-0.359379411
Guatemala,Latin America & Caribbean,Upper middle income,2006,2251.078833,29744247479,0.050099999,22.23477296,1.9,-5111800000,54.65228441,13213330,0.581,-0.735238791,-1.097761035,-0.168789566
Guatemala,Latin America & Caribbean,Upper middle income,2007,2490.747774,33567850095,0.067819998,21.98699753,NA,-5797000000,55.14747029,13477017,0.59,-0.753424942,-1.121048689,-0.171275631
Guatemala,Latin America & Caribbean,Upper middle income,2008,2802.451459,38503718527,0.062899999,20.38340804,NA,-5983765870,55.66620964,13739299,0.596,-0.713971555,-1.122285604,-0.201825634
Guatemala,Latin America & Caribbean,Upper middle income,2009,2651.831609,37126146369,0.056200001,23.3939732,NA,-3816491970,56.20736018,14000190,0.6,-0.925672591,-1.013138294,-0.250002414
Guatemala,Latin America & Caribbean,Upper middle income,2010,2852.557652,40676579265,0.044210002,24.81695941,3.5,-4746617860,56.76845087,14259687,0.605,-0.852924466,-0.944123864,-0.303283572
Guatemala,Latin America & Caribbean,Upper middle income,2011,3228.03814,46876004265,0.048939999,24.56395978,4.13,-5432776290,57.33427148,14521515,0.611,-0.7441414,-1.031414747,-0.311964631
Guatemala,Latin America & Caribbean,Upper middle income,2012,3355.034599,49593926849,0.045430001,24.70074241,2.76,-6504976940,57.88584657,14781942,0.616,-0.633820176,-1.083919644,-0.356138647
Guatemala,Latin America & Caribbean,Upper middle income,2013,3522.767541,52996447956,0.039159998,25.20994956,3.02,-6714855160,58.42455921,15043981,0.62,-0.674156249,-1.093928218,-0.366542727
Guatemala,Latin America & Caribbean,Upper middle income,2014,3779.626042,57852150565,0.02949,NA,2.72,-6707931330,58.93760492,15306316,0.637,-0.655563533,-0.956078649,-0.33758685
Guatemala,Latin America & Caribbean,Upper middle income,2015,3994.629085,62186064719,0.03064,NA,2.51,-6358444100,59.41952016,15567419,0.639,-0.6544379,-0.953765869,-0.346393049
Guatemala,Latin America & Caribbean,Upper middle income,2016,4173.281303,66053402745,0.02311,NA,2.58,-5854835050,59.89582226,15827690,0.639,-0.545003712,-1.031354308,-0.290310234
Guatemala,Latin America & Caribbean,Upper middle income,2017,4454.024661,71653756504,0.029549999,NA,2.46,-6499967660,60.3587532,16087418,0.64,-0.651365459,-1.076287866,-0.279576719
Guatemala,Latin America & Caribbean,Upper middle income,2018,4485.752384,73328369926,0.029379999,NA,2.28,-7819058970,60.79054191,16346950,0.64,-0.538192272,-1.075466394,-0.353329957
Guatemala,Latin America & Caribbean,Upper middle income,2019,4647.80734,77172313916,0.026419999,NA,2.19,-7928956720,61.21217064,16604026,0.642,-0.577349424,-1.100035071,-0.333213925
Guatemala,Latin America & Caribbean,Upper middle income,2020,4609.897258,77715183063,0.048930001,NA,NA,-6553973700,61.67088408,16858333,0.635,-0.415842652,-1.099682927,-0.377719432
Guatemala,Latin America & Caribbean,Upper middle income,2021,5029.477338,86053079767,0.058669999,NA,2.17,-12070301980,62.16985409,17109746,0.627,-0.395547092,-1.109790802,-0.464397669
Guatemala,Latin America & Caribbean,Upper middle income,2022,5473.208741,95003333381,NA,NA,3.05,-15789240340,62.69270442,17357886,NA,-0.304971337,-1.127138257,-0.523062348
Guinea,Sub-Saharan Africa,Lower middle income,1960,NA,NA,NA,NA,NA,NA,56.64180088,3516814,NA,NA,NA,NA
Guinea,Sub-Saharan Africa,Lower middle income,1961,NA,NA,NA,NA,NA,NA,56.59413566,3578631,NA,NA,NA,NA
Guinea,Sub-Saharan Africa,Lower middle income,1962,NA,NA,NA,NA,NA,NA,56.51460441,3642324,NA,NA,NA,NA
Guinea,Sub-Saharan Africa,Lower middle income,1963,NA,NA,NA,NA,NA,NA,56.38915307,3707945,NA,NA,NA,NA
Guinea,Sub-Saharan Africa,Lower middle income,1964,NA,NA,NA,NA,NA,NA,56.15573209,3775510,NA,NA,NA,NA
Guinea,Sub-Saharan Africa,Lower middle income,1965,NA,NA,NA,NA,NA,NA,55.98799919,3845074,NA,NA,NA,NA
Guinea,Sub-Saharan Africa,Lower middle income,1966,NA,NA,NA,NA,NA,NA,55.96235939,3916780,NA,NA,NA,NA
Guinea,Sub-Saharan Africa,Lower middle income,1967,NA,NA,NA,NA,NA,NA,55.92992312,3990760,NA,NA,NA,NA
Guinea,Sub-Saharan Africa,Lower middle income,1968,NA,NA,NA,NA,NA,NA,55.88899409,4067333,NA,NA,NA,NA
Guinea,Sub-Saharan Africa,Lower middle income,1969,NA,NA,NA,NA,NA,NA,55.83063714,4145194,NA,NA,NA,NA
Guinea,Sub-Saharan Africa,Lower middle income,1970,NA,NA,NA,NA,NA,NA,55.74081074,4222374,NA,NA,NA,NA
Guinea,Sub-Saharan Africa,Lower middle income,1971,NA,NA,NA,NA,NA,NA,55.61203159,4298087,NA,NA,NA,NA
Guinea,Sub-Saharan Africa,Lower middle income,1972,NA,NA,NA,NA,NA,NA,55.449209690000004,4372212,NA,NA,NA,NA
Guinea,Sub-Saharan Africa,Lower middle income,1973,NA,NA,NA,NA,NA,NA,55.26066615,4445207,NA,NA,NA,NA
Guinea,Sub-Saharan Africa,Lower middle income,1974,NA,NA,NA,NA,NA,NA,55.05050007,4517073,NA,NA,NA,NA
Guinea,Sub-Saharan Africa,Lower middle income,1975,NA,NA,NA,NA,NA,NA,54.82053149,4588006,NA,NA,NA,NA
Guinea,Sub-Saharan Africa,Lower middle income,1976,NA,NA,NA,NA,NA,NA,54.57331029,4658743,NA,NA,NA,NA
Guinea,Sub-Saharan Africa,Lower middle income,1977,NA,NA,NA,NA,NA,NA,54.31231139,4730375,NA,NA,NA,NA
Guinea,Sub-Saharan Africa,Lower middle income,1978,NA,NA,NA,NA,NA,NA,54.04597282,4804926,NA,NA,NA,NA
Guinea,Sub-Saharan Africa,Lower middle income,1979,NA,NA,NA,NA,NA,NA,53.78462576,4885199,NA,NA,NA,NA
Guinea,Sub-Saharan Africa,Lower middle income,1980,NA,NA,NA,NA,NA,NA,53.54645354,4972609,NA,NA,NA,NA
Guinea,Sub-Saharan Africa,Lower middle income,1981,NA,NA,NA,NA,NA,NA,53.34354101,5067427,NA,NA,NA,NA
Guinea,Sub-Saharan Africa,Lower middle income,1982,NA,NA,NA,NA,NA,NA,53.16699388,5170731,NA,NA,NA,NA
Guinea,Sub-Saharan Africa,Lower middle income,1983,NA,NA,NA,NA,NA,NA,53.01019977,5282274,NA,NA,NA,NA
Guinea,Sub-Saharan Africa,Lower middle income,1984,NA,NA,NA,NA,NA,NA,52.87725507,5402084,NA,NA,NA,NA
Guinea,Sub-Saharan Africa,Lower middle income,1985,NA,NA,NA,NA,NA,NA,52.77242224,5531661,NA,NA,NA,NA
Guinea,Sub-Saharan Africa,Lower middle income,1986,351.7991601,1995186721,NA,NA,NA,2150000,52.69121448,5671380,NA,NA,NA,NA
Guinea,Sub-Saharan Africa,Lower middle income,1987,350.733088,2041538040,NA,NA,NA,63970000,52.61905032,5820774,NA,NA,NA,NA
Guinea,Sub-Saharan Africa,Lower middle income,1988,398.9001183,2384295815,NA,NA,NA,-176960000,52.54305358,5977175,NA,NA,NA,NA
Guinea,Sub-Saharan Africa,Lower middle income,1989,396.3434654,2432029297,NA,NA,NA,-92090000,52.44569267,6136166,NA,NA,NA,NA
Guinea,Sub-Saharan Africa,Lower middle income,1990,419.6868061,2666750820,NA,NA,NA,-124340000,52.34465474,6354145,0.269,NA,NA,NA
Guinea,Sub-Saharan Africa,Lower middle income,1991,455.740543,3015058206,NA,NA,NA,-210910000,52.24898309,6615734,0.274,NA,NA,NA
Guinea,Sub-Saharan Africa,Lower middle income,1992,480.7562462,3284620422,NA,NA,NA,-254030000,52.13500932,6832195,0.282,NA,NA,NA
Guinea,Sub-Saharan Africa,Lower middle income,1993,465.3777108,3279096492,NA,NA,NA,-169560000,52.0263096,7046097,0.289,NA,NA,NA
Guinea,Sub-Saharan Africa,Lower middle income,1994,465.8552181,3383092770,NA,NA,NA,-382850000,51.92921839,7262112,0.295,NA,NA,NA
Guinea,Sub-Saharan Africa,Lower middle income,1995,494.5820719,3693710533,NA,NA,NA,-310842000,51.86152973,7468347,0.303,NA,NA,NA
Guinea,Sub-Saharan Africa,Lower middle income,1996,503.5676762,3868968366,NA,NA,NA,-186842000,51.81195701,7683115,0.31,-1.150932908,-1.447080135,-1.229575992
Guinea,Sub-Saharan Africa,Lower middle income,1997,482.4421848,3783700462,NA,NA,NA,-93327000,51.51411698,7842806,0.321,NA,NA,NA
Guinea,Sub-Saharan Africa,Lower middle income,1998,448.9653323,3588375622,NA,NA,NA,-150916350,51.20786933,7992545,0.33,-0.586954713,-1.391768932,-1.110450149
Guinea,Sub-Saharan Africa,Lower middle income,1999,423.4038007,3461282460,NA,NA,NA,-197240780,51.09959184,8174897,0.339,NA,NA,NA
Guinea,Sub-Saharan Africa,Lower middle income,2000,359.2866701,2995361112,NA,NA,NA,-137665627.5,50.92140223,8336967,0.345,-1.907590032,-1.389179468,-1.101043224
Guinea,Sub-Saharan Africa,Lower middle income,2001,335.0142928,2829435908,NA,NA,NA,-46985382.85,50.54812398,8445717,0.352,NA,NA,NA
Guinea,Sub-Saharan Africa,Lower middle income,2002,343.9345943,2950198724,NA,NA,4.55,-200091000,50.34791306,8577790,0.362,-1.421165824,-1.080204725,-1.263446808
Guinea,Sub-Saharan Africa,Lower middle income,2003,392.8798442,3446441785,NA,NA,NA,-208600673.2,50.47855714,8772254,0.37,-0.788895369,-1.154066205,-1.195398688
Guinea,Sub-Saharan Africa,Lower middle income,2004,405.6960598,3635458214,NA,NA,NA,-152720000,50.59652681,8961039,0.377,-1.033383608,-1.302322268,-1.270173192
Guinea,Sub-Saharan Africa,Lower middle income,2005,321.3386332,2937071740,NA,NA,NA,-101860000,50.66874709,9140114,0.387,-1.153976798,-1.423453331,-1.172004819
Guinea,Sub-Saharan Africa,Lower middle income,2006,452.2761597,4220019243,NA,NA,NA,-159920000,50.78727309,9330625,0.394,-1.908928514,-1.420995474,-1.227811456
Guinea,Sub-Saharan Africa,Lower middle income,2007,657.9934738,6281917650,NA,NA,NA,-260850000,51.00896541,9547082,0.402,-2.403348207,-1.452069283,-1.368683934
Guinea,Sub-Saharan Africa,Lower middle income,2008,712.099416,6964179188,NA,NA,NA,-365490000,51.27267113,9779785,0.408,-2.097338915,-1.540276289,-1.426303506
Guinea,Sub-Saharan Africa,Lower middle income,2009,670.2612536,6716904516,NA,NA,NA,-268840000,51.52961839,10021323,0.41,-2.116455078,-1.5522995,-1.302840233
Guinea,Sub-Saharan Africa,Lower middle income,2010,667.2816019,6853467833,NA,NA,NA,-266830000,51.77829905,10270728,0.415,-1.687079072,-1.485632777,-0.917964995
Guinea,Sub-Saharan Africa,Lower middle income,2011,644.5025486,6785137215,NA,NA,NA,-1167460000,52.04963814,10527712,0.42,-1.388054013,-1.448172688,-0.887738705
Guinea,Sub-Saharan Africa,Lower middle income,2012,707.9676782,7638045226,NA,NA,NA,-1049090000,52.34372248,10788692,0.425,-1.287012458,-1.399059772,-1.013888836
Guinea,Sub-Saharan Africa,Lower middle income,2013,757.6922725,8376613880,NA,NA,NA,-872480000,52.62718411,11055430,0.429,-1.229851723,-1.383079529,-1.022311449
Guinea,Sub-Saharan Africa,Lower middle income,2014,774.5690396,8778473643,NA,NA,NA,-787280807.1,52.92284538,11333365,0.435,-0.95524275300000006,-1.367539644,-0.857567132
Guinea,Sub-Saharan Africa,Lower middle income,2015,756.4255898,8794202395,NA,NA,NA,-835638792.2,53.21154996,11625998,0.44,-0.386475414,-1.1870367530000001,-0.857851386
Guinea,Sub-Saharan Africa,Lower middle income,2016,720.4732552,8595955601,NA,NA,NA,-2670967517,53.4605986,11930985,0.45,-0.396070927,-1.243085742,-0.760865033
Guinea,Sub-Saharan Africa,Lower middle income,2017,843.4642792,10324668271,NA,NA,NA,407430000,53.69749669,12240789,0.458,-0.69907409,-1.254833937,-0.73942852
Guinea,Sub-Saharan Africa,Lower middle income,2018,944.41726860000006,11857030366,NA,NA,NA,-104590000,53.94249775,12554864,0.462,-0.880607545,-1.230892658,-0.768330097
Guinea,Sub-Saharan Africa,Lower middle income,2019,1043.899886,13442861497,NA,NA,5.02,-279370000,54.21173076,12877539,0.467,-0.84259665,-1.238390446,-0.76840955
Guinea,Sub-Saharan Africa,Lower middle income,2020,1073.659339,14177835841,NA,NA,NA,2682530000,54.50383099,13205153,0.466,-0.669287205,-1.302762151,-0.919305801
Guinea,Sub-Saharan Africa,Lower middle income,2021,1189.175999,16091817842,NA,NA,NA,4912760000,54.8107894,13531906,0.465,-0.939894259,-1.160717487,-0.988577724
Guinea,Sub-Saharan Africa,Lower middle income,2022,1531.656475,21227749389,NA,NA,NA,3149560000,55.13421436,13859341,NA,-0.864391387,-1.102358937,-1.074987411
Guinea-Bissau,Sub-Saharan Africa,Low income,1960,NA,NA,NA,NA,NA,NA,58.33024042,577933,NA,NA,NA,NA
Guinea-Bissau,Sub-Saharan Africa,Low income,1961,NA,NA,NA,NA,NA,NA,58.01082991,583107,NA,NA,NA,NA
Guinea-Bissau,Sub-Saharan Africa,Low income,1962,NA,NA,NA,NA,NA,NA,57.39503506,590399,NA,NA,NA,NA
Guinea-Bissau,Sub-Saharan Africa,Low income,1963,NA,NA,NA,NA,NA,NA,56.73768864,595802,NA,NA,NA,NA
